"loudness","energy"
"-4.143","0.824"
"-10.087","0.626"
"-10.123","0.499"
"-4.747","0.704"
"-6.254","0.499"
"-7.482","0.749"
"-7.45","0.946"
"-9.401","0.43"
"-6.195","0.947"
"-7.415","0.793"
"-6.941","0.679"
"-8.744","0.557"
"-10.316","0.535"
"-11.991","0.178"
"-6.644","0.553"
"-7.077","0.702"
"-6.49","0.57"
"-2.939","0.766"
"-4.288","0.78"
"-6.654","0.611"
"-8.757","0.608"
"-3.579","0.843"
"-3.18","0.687"
"-5.926","0.415"
"-5.852","0.719"
"-8.039","0.615"
"-5.144","0.8"
"-5.674","0.624"
"-5.95","0.575"
"-11.012","0.605"
"-3.781","0.784"
"-12.925","0.669"
"-5.817","0.64"
"-12.904","0.477"
"-6.769","0.635"
"-5.695","0.598"
"-6.662","0.767"
"-7.313","0.621"
"-5.984","0.302"
"-8.01","0.446"
"-1.258","0.874"
"-4.084","0.684"
"-8.288","0.575"
"-3.203","0.62"
"-6.556","0.633"
"-9.383","0.431"
"-6.997","0.394"
"-7.221","0.615"
"-4.889","0.97"
"-5.82","0.736"
"-10.711","0.458"
"-5.731","0.556"
"-3.819","0.939"
"-14.24","0.363"
"-5.455","0.482"
"-11.413","0.653"
"-7.509","0.748"
"-5.984","0.302"
"-5.731","0.556"
"-6.198","0.648"
"-6.662","0.768"
"-6.441","0.234"
"-7.221","0.615"
"-6.735","0.61"
"-4.386","0.915"
"-11.566","0.313"
"-6.415","0.9"
"-5.94","0.85"
"-2.752","0.713"
"-7.437","0.711"
"-7.6","0.648"
"-8.207","0.631"
"-6.49","0.7"
"-4.961","0.56"
"-12.175","0.321"
"-5.659","0.589"
"-4.477","0.919"
"-4.771","0.802"
"-9.466","0.38"
"-15.899","0.338"
"-5.14","0.876"
"-5.794","0.622"
"-7.463","0.627"
"-3.94","0.876"
"-4.757","0.862"
"-5.574","0.733"
"-4.34","0.583"
"-4.892","0.668"
"-4.127","0.884"
"-7.002","0.789"
"-8.056","0.704"
"-5.055","0.748"
"-4.497","0.327"
"-9.633","0.651"
"-7.964","0.616"
"-6.499","0.734"
"-17.076","0.131"
"-6.117","0.832"
"-2.892","0.894"
"-7.72","0.766"
"-6.398","0.8"
"-9.488","0.563"
"-9.2","0.335"
"-5.924","0.637"
"-6.024","0.491"
"-11.291","0.494"
"-6.398","0.942"
"-6.973","0.75"
"-6.635","0.823"
"-4.821","0.821"
"-7.694","0.447"
"-4.676","0.68"
"-7.615","0.765"
"-6.821","0.903"
"-7.782","0.539"
"-10.599","0.355"
"-8.385","0.629"
"-15.261","0.383"
"-2.997","0.842"
"-7.961","0.574"
"-7.205","0.468"
"-7.289","0.775"
"-3.812","0.87"
"-5.9","0.847"
"-13.737","0.306"
"-7.027","0.401"
"-16.926","0.279"
"-6.036","0.832"
"-2.513","0.804"
"-4.568","0.557"
"-4.868","0.741"
"-5.892","0.657"
"-8.394","0.439"
"-4.931","0.8"
"-7.405","0.66"
"-7.421","0.571"
"-7.246","0.634"
"-5.047","0.584"
"-3.852","0.733"
"-12.732","0.478"
"-4.925","0.484"
"-4.818","0.747"
"-8.865","0.68"
"-8.667","0.457"
"-3.828","0.794"
"-9.048","0.442"
"-9.17","0.529"
"-7.777","0.737"
"-3.764","0.855"
"-4.137","0.855"
"-12.383","0.547"
"-3.41","0.905"
"-4.521","0.793"
"-4.722","0.717"
"-4.772","0.743"
"-13.007","0.167"
"-4.661","0.868"
"-4.493","0.695"
"-12.63","0.437"
"-4.559","0.69"
"-5.312","0.854"
"-2.393","0.846"
"-18.717","0.128"
"-5.453","0.928"
"-8.455","0.321"
"-10.261","0.303"
"-4.262","0.864"
"-6.084","0.666"
"-4.271","0.788"
"-13.036","0.386"
"-5.679","0.405"
"-6.158","0.609"
"-5.159","0.622"
"-8.553","0.689"
"-7.543","0.522"
"-9.274","0.493"
"-7.452","0.656"
"-8.981","0.504"
"-5.942","0.566"
"-9.498","0.533"
"-8.658","0.557"
"-8.727","0.569"
"-6.261","0.678"
"-3.862","0.825"
"-8.453","0.404"
"-8.259","0.582"
"-3.11","0.846"
"-5.892","0.824"
"-5.854","0.62"
"-6.737","0.477"
"-8.451","0.691"
"-9.727","0.327"
"-7.422","0.845"
"-7.345","0.631"
"-7.909","0.554"
"-5.718","0.631"
"-6.475","0.461"
"-11.064","0.403"
"-6.266","0.509"
"-6.253","0.476"
"-9.387","0.45"
"-6.007","0.684"
"-6.579","0.656"
"-9.966","0.431"
"-10.04","0.404"
"-6.671","0.604"
"-2.978","0.632"
"-6.13","0.642"
"-5.109","0.736"
"-6.903","0.427"
"-6.288","0.548"
"-5.225","0.527"
"-11.437","0.225"
"-5.604","0.552"
"-7.746","0.638"
"-7.355","0.531"
"-9.484","0.574"
"-5.386","0.637"
"-6.142","0.658"
"-6.189","0.545"
"-6.606","0.586"
"-8.871","0.518"
"-7.845","0.563"
"-8.684","0.461"
"-7.51","0.595"
"-6.491","0.641"
"-8.278","0.613"
"-8.121","0.486"
"-5.221","0.61"
"-8.389","0.681"
"-1.538","0.956"
"-6.965","0.482"
"-8.137","0.547"
"-10.778","0.491"
"-3.293","0.795"
"-6.42","0.583"
"-4.918","0.696"
"-11.931","0.549"
"-3.996","0.845"
"-3.53","0.774"
"-9.897","0.46"
"-8.126","0.444"
"-8.809","0.568"
"-7.406","0.649"
"-7.674","0.499"
"-3.731","0.795"
"-8.045","0.692"
"-6.924","0.511"
"-5.189","0.841"
"-4.959","0.598"
"-6.736","0.764"
"-9.338","0.632"
"-15.563","0.641"
"-8.802","0.789"
"-5.557","0.468"
"-14.83","0.695"
"-13.191","0.288"
"-5.603","0.523"
"-5.068","0.583"
"-2.862","0.882"
"-6.43","0.621"
"-13.124","0.463"
"-6.144","0.676"
"-8.971","0.355"
"-6.181","0.696"
"-3.787","0.825"
"-4.771","0.571"
"-4.009","0.75"
"-6.098","0.97"
"-5.377","0.715"
"-6.311","0.594"
"-10.96","0.796"
"-10.277","0.419"
"-5.16","0.767"
"-1.802","0.939"
"-5.218","0.707"
"-7.819","0.538"
"-4.633","0.795"
"-3.989","0.747"
"-8.675","0.658"
"-1.898","0.924"
"-8.748","0.891"
"-1.592","0.993"
"-5.839","0.911"
"-5.655","0.676"
"-11.47","0.648"
"-6.316","0.46"
"-6.527","0.564"
"-5.201","0.456"
"-6.802","0.624"
"-6.062","0.632"
"-11.626","0.443"
"-8.326","0.491"
"-5.628","0.61"
"-10.777","0.492"
"-3.852","0.733"
"-4.199","0.607"
"-8.899","0.64"
"-3.041","0.748"
"-4.886","0.753"
"-3.25","0.847"
"-5.595","0.485"
"-8.281","0.437"
"-5.705","0.718"
"-9.133","0.448"
"-3.896","0.882"
"-4.149","0.579"
"-7.967","0.754"
"-8.901","0.606"
"-3.575","0.659"
"-9.332","0.837"
"-3.571","0.885"
"-6.406","0.71"
"-8.317","0.563"
"-11.394","0.494"
"-5.44","0.863"
"-6.304","0.757"
"-1.898","0.86"
"-4.355","0.95"
"-7.759","0.769"
"-6.506","0.876"
"-6.555","0.844"
"-6.819","0.904"
"-5.115","0.871"
"-6.44","0.822"
"-2.635","0.891"
"-9.723","0.729"
"-3.233","0.808"
"-3.181","0.844"
"-5.206","0.731"
"-0.153","0.91"
"-3.906","0.889"
"-9.489","0.447"
"-4.41","0.765"
"-3.076","0.941"
"-9.342","0.482"
"-5.926","0.415"
"-5.596","0.709"
"-6.122","0.585"
"-4.521","0.793"
"-16.528","0.355"
"-8.667","0.457"
"-6.579","0.68"
"-7.77","0.552"
"-10.573","0.514"
"-12.45","0.245"
"-8.761","0.436"
"-3.97","0.741"
"-2.949","0.843"
"-6.517","0.86"
"-9.323","0.451"
"-4.134","0.79"
"-4.168","0.607"
"-4.615","0.848"
"-6.105","0.646"
"-4.209","0.816"
"-5.034","0.754"
"-3.836","0.887"
"-15.774","0.296"
"-8.052","0.658"
"-6.593","0.437"
"-7.562","0.686"
"-9.453","0.761"
"-7.621","0.804"
"-5.946","0.624"
"-10.05","0.514"
"-4.645","0.793"
"-5.299","0.833"
"-4.555","0.835"
"-15.723","0.379"
"-13.985","0.384"
"-6.458","0.783"
"-2.81","0.807"
"-5.004","0.729"
"-6.323","0.751"
"-5.379","0.625"
"-6.682","0.508"
"-6.181","0.696"
"-6.865","0.695"
"-7.083","0.631"
"-3.541","0.701"
"-7.964","0.616"
"-5.052","0.661"
"-4.754","0.606"
"-3.255","0.893"
"-6.862","0.536"
"-9.541","0.434"
"-6.094","0.543"
"-2.831","0.758"
"-4.759","0.802"
"-7.636","0.393"
"-5.518","0.819"
"-3.303","0.807"
"-7.454","0.463"
"-6.657","0.623"
"-5.291","0.807"
"-7.6","0.648"
"-8.479","0.438"
"-8.233","0.511"
"-4.264","0.818"
"-6.112","0.851"
"-5.49","0.809"
"-5.709","0.622"
"-6.248","0.719"
"-3.424","0.862"
"-5.703","0.974"
"-4.709","0.785"
"-8.457","0.667"
"-4.18","0.862"
"-8.517","0.612"
"-8.276","0.57"
"-3.558","0.722"
"-5.761","0.784"
"-5.034","0.754"
"-6.992","0.756"
"-3.787","0.825"
"-8.761","0.436"
"-6.577","0.742"
"-6.153","0.66"
"-4.658","0.738"
"-4.228","0.898"
"-6.044","0.795"
"-4.12","0.766"
"-11.99","0.287"
"-13.154","0.238"
"-4.8","0.658"
"-5.827","0.868"
"-6.938","0.744"
"-5.867","0.631"
"-3.454","0.727"
"-10.63","0.594"
"-5.967","0.787"
"-7.079","0.62"
"-4.057","0.873"
"-9.016","0.524"
"-7.57","0.593"
"-8.746","0.615"
"-5.236","0.762"
"-5.664","0.742"
"-4.211","0.781"
"-8.37","0.655"
"-7.009","0.803"
"-8.493","0.548"
"-3.49","0.859"
"-7.509","0.454"
"-8.52","0.481"
"-5.742","0.555"
"-8.899","0.64"
"-6.924","0.511"
"-7.953","0.707"
"-7.357","0.413"
"-9.332","0.171"
"-6.831","0.608"
"-12.428","0.436"
"-7.956","0.69"
"-6.476","0.585"
"-4.081","0.794"
"-5.942","0.729"
"-8.425","0.624"
"-6.66","0.624"
"-10.777","0.492"
"-6.471","0.711"
"-6.335","0.602"
"-7.773","0.34"
"-5.092","0.815"
"-8.511","0.539"
"-8.056","0.704"
"-5.048","0.735"
"-6.606","0.586"
"-7.037","0.642"
"-8.905","0.469"
"-6.266","0.509"
"-6.405","0.901"
"-5.702","0.716"
"-5.752","0.652"
"-5.279","0.705"
"-5.312","0.854"
"-11.019","0.504"
"-7.536","0.496"
"-8.119","0.662"
"-5.924","0.637"
"-5.387","0.779"
"-9.966","0.431"
"-5.473","0.848"
"-8.183","0.386"
"-5.077","0.729"
"-8.002","0.511"
"-8.684","0.461"
"-7.648","0.537"
"-7.314","0.621"
"-9.75","0.454"
"-4.729","0.615"
"-4.593","0.955"
"-6.457","0.743"
"-7.117","0.696"
"-5.609","0.741"
"-4.753","0.687"
"-7.909","0.554"
"-3.434","0.729"
"-4.072","0.854"
"-2.634","0.945"
"-6.687","0.586"
"-4.689","0.631"
"-4.879","0.771"
"-8.82","0.49"
"-4.228","0.91"
"-4.521","0.793"
"-7.088","0.633"
"-6.504","0.815"
"-6.637","0.546"
"-6.563","0.518"
"-5.831","0.609"
"-5.387","0.878"
"-6.671","0.604"
"-6.832","0.525"
"-6.954","0.677"
"-4.577","0.673"
"-5.527","0.677"
"-5.371","0.719"
"-8.756","0.431"
"-9.2","0.761"
"-8.765","0.431"
"-5.01","0.611"
"-7.148","0.425"
"-3.755","0.792"
"-3.909","0.787"
"-4.895","0.591"
"-4.82","0.675"
"-4.075","0.796"
"-14.454","0.225"
"-5.271","0.869"
"-9.828","0.332"
"-5.616","0.601"
"-8.08","0.685"
"-6.232","0.716"
"-8.635","0.678"
"-6.92","0.612"
"-6.063","0.517"
"-5.041","0.675"
"-15.812","0.443"
"-7.109","0.559"
"-6.825","0.541"
"-7.344","0.605"
"-7.05","0.488"
"-5.787","0.878"
"-6.531","0.519"
"-6.624","0.674"
"-6.191","0.896"
"-8.125","0.602"
"-3.978","0.826"
"-3.772","0.873"
"-12.018","0.358"
"-4.083","0.74"
"-4.29","0.792"
"-8.043","0.674"
"-8.532","0.537"
"-9.882","0.497"
"-10.179","0.335"
"-4.74","0.565"
"-13.283","0.375"
"-7.144","0.895"
"-6.344","0.787"
"-12.734","0.719"
"-10.236","0.304"
"-17.646","0.211"
"-7.061","0.64"
"-3.787","0.825"
"-6.24","0.703"
"-6.293","0.721"
"-6.25","0.44"
"-4.871","0.874"
"-7.103","0.728"
"-4.12","0.766"
"-5.963","0.748"
"-8.433","0.598"
"-8.383","0.738"
"-5.034","0.754"
"-6.034","0.663"
"-6.014","0.642"
"-13.124","0.463"
"-7.447","0.693"
"-10.34","0.277"
"-5.957","0.79"
"-10.431","0.921"
"-7.627","0.797"
"-5.864","0.711"
"-8.488","0.605"
"-8.864","0.421"
"-2.81","0.807"
"-7.236","0.61"
"-6.306","0.723"
"-7.515","0.457"
"-4.761","0.642"
"-11.289","0.462"
"-8.788","0.459"
"-5.412","0.904"
"-5.645","0.57"
"-5.123","0.856"
"-4.683","0.825"
"-6.082","0.972"
"-3.94","0.924"
"-11.052","0.413"
"-7.053","0.572"
"-8.537","0.475"
"-10.059","0.573"
"-9.605","0.514"
"-3.637","0.66"
"-4.572","0.546"
"-7.758","0.769"
"-7.852","0.81"
"-8.153","0.655"
"-7.655","0.7"
"-8.458","0.857"
"-7.886","0.661"
"-5.703","0.648"
"-5.701","0.798"
"-5.749","0.615"
"-12.397","0.495"
"-6.237","0.661"
"-9.031","0.615"
"-6.493","0.847"
"-2.634","0.945"
"-4.412","0.937"
"-3.879","0.691"
"-3.896","0.882"
"-7.065","0.858"
"-6.255","0.705"
"-17.313","0.284"
"-9.232","0.683"
"-4.651","0.844"
"-10.571","0.468"
"-6.558","0.74"
"-4.312","0.581"
"-10.162","0.408"
"-7.882","0.437"
"-12.493","0.532"
"-8.914","0.415"
"-6.213","0.517"
"-7.313","0.621"
"-4.41","0.765"
"-9.588","0.485"
"-6.257","0.642"
"-6.623","0.589"
"-6.855","0.445"
"-7.966","0.62"
"-6.979","0.649"
"-11.377","0.463"
"-6.197","0.779"
"-6.971","0.731"
"-16.926","0.279"
"-4.515","0.668"
"-7.972","0.613"
"-4.012","0.875"
"-6.438","0.805"
"-5.002","0.712"
"-6.542","0.531"
"-4.852","0.786"
"-6.651","0.72"
"-6.143","0.663"
"-8.15","0.53"
"-9.461","0.521"
"-6.774","0.501"
"-7.266","0.57"
"-6.429","0.685"
"-5.562","0.583"
"-6.401","0.593"
"-3.257","0.935"
"-7.548","0.529"
"-7.739","0.518"
"-6.737","0.686"
"-10.965","0.425"
"-6.167","0.59"
"-9.066","0.373"
"-6.566","0.336"
"-6.478","0.526"
"-7.012","0.483"
"-11.158","0.391"
"-7.527","0.523"
"-3.862","0.825"
"-6.444","0.683"
"-5.095","0.703"
"-5.88","0.525"
"-9.662","0.623"
"-9.546","0.578"
"-7.025","0.538"
"-6.671","0.604"
"-8.395","0.542"
"-5.835","0.936"
"-5.018","0.674"
"-4.981","0.438"
"-3.18","0.687"
"-8.741","0.553"
"-5.616","0.859"
"-9.28","0.632"
"-10.983","0.461"
"-9.874","0.944"
"-3.257","0.973"
"-5.639","0.816"
"-7.438","0.527"
"-3.368","0.776"
"-4.978","0.676"
"-6.661","0.711"
"-6.045","0.855"
"-14.007","0.285"
"-5.187","0.459"
"-6.682","0.508"
"-5.044","0.664"
"-4.373","0.868"
"-8.795","0.434"
"-4.577","0.626"
"-7.476","0.717"
"-6.257","0.469"
"-6.499","0.734"
"-5.019","0.371"
"-2.926","0.913"
"-8.127","0.607"
"-8.964","0.465"
"-3.131","0.844"
"-8.532","0.537"
"-6.865","0.695"
"-6.044","0.795"
"-7.959","0.824"
"-7.226","0.475"
"-8.28","0.428"
"-5.356","0.753"
"-8.433","0.463"
"-2.954","0.919"
"-4.967","0.564"
"-4.132","0.611"
"-5.393","0.755"
"-13.087","0.471"
"-8.981","0.398"
"-3.115","0.783"
"-6.846","0.497"
"-3.014","0.746"
"-11.056","0.41"
"-7.136","0.592"
"-10.334","0.322"
"-12.691","0.403"
"-5.963","0.63"
"-3.905","0.835"
"-6.932","0.604"
"-1.802","0.939"
"-4.424","0.932"
"-5.67","0.749"
"-7.426","0.64"
"-2.821","0.665"
"-5.664","0.742"
"-6.1","0.732"
"-2.842","0.86"
"-8.091","0.314"
"-6.055","0.714"
"-5.495","0.576"
"-8.504","0.391"
"-10.778","0.491"
"-6.562","0.573"
"-8.152","0.67"
"-2.958","0.692"
"-7.418","0.72"
"-6.34","0.847"
"-3.428","0.912"
"-4.754","0.606"
"-4.165","0.925"
"-3.442","0.676"
"-7.737","0.676"
"-9.2","0.335"
"-6.963","0.517"
"-6.9","0.525"
"-3.96","0.734"
"-3.469","0.858"
"-6.664","0.512"
"-5.797","0.802"
"-9.389","0.373"
"-4.465","0.96"
"-7.713","0.449"
"-8.238","0.507"
"-5.221","0.61"
"-6.098","0.97"
"-7.955","0.524"
"-3.556","0.81"
"-6.964","0.563"
"-9.744","0.492"
"-3.593","0.929"
"-7.071","0.239"
"-6.233","0.516"
"-9.931","0.353"
"-1.887","0.762"
"-5.726","0.485"
"-7.425","0.647"
"-11.848","0.472"
"-4.209","0.816"
"-4.123","0.823"
"-4.716","0.774"
"-7.355","0.531"
"-3.159","0.863"
"-17.54","0.252"
"-5.457","0.721"
"-7.857","0.508"
"-7.567","0.774"
"-4.258","0.751"
"-9.232","0.683"
"-8.045","0.692"
"-11.11","0.462"
"-5.717","0.631"
"-7.613","0.67"
"-11.181","0.446"
"-9.569","0.541"
"-7.105","0.613"
"-12.848","0.565"
"-6.414","0.554"
"-16.473","0.245"
"-8.906","0.58"
"-9.311","0.645"
"-7.331","0.56"
"-7.696","0.474"
"-3.843","0.704"
"-7.882","0.632"
"-9.258","0.538"
"-8.16","0.628"
"-13.957","0.328"
"-7.22","0.712"
"-11.241","0.65"
"-11.802","0.595"
"-10.054","0.5"
"-14.484","0.373"
"-13.565","0.516"
"-13.707","0.438"
"-12.828","0.547"
"-7.907","0.586"
"-6.676","0.669"
"-9.304","0.488"
"-7.091","0.581"
"-6.797","0.743"
"-6.822","0.537"
"-14.178","0.0828"
"-5.931","0.682"
"-7.032","0.413"
"-6.128","0.466"
"-9.104","0.392"
"-4.266","0.817"
"-6.635","0.823"
"-3.025","0.927"
"-4.683","0.692"
"-7.908","0.794"
"-9.482","0.706"
"-5.32","0.518"
"-14.805","0.343"
"-8.558","0.664"
"-6.782","0.723"
"-7.929","0.665"
"-13.825","0.394"
"-5.7","0.598"
"-7.18","0.603"
"-7.86","0.498"
"-5.128","0.674"
"-10.644","0.317"
"-5.554","0.53"
"-5.133","0.642"
"-3.724","0.755"
"-14.54","0.46"
"-5.143","0.719"
"-6.509","0.893"
"-13.763","0.267"
"-9.869","0.453"
"-5.683","0.805"
"-4.771","0.802"
"-3.224","0.696"
"-4.944","0.435"
"-13.595","0.775"
"-5.14","0.876"
"-6.615","0.752"
"-6.901","0.625"
"-8.904","0.501"
"-6.534","0.657"
"-7.246","0.634"
"-8.57","0.448"
"-8.772","0.893"
"-11.064","0.403"
"-5.531","0.834"
"-7.742","0.778"
"-7.482","0.617"
"-7.949","0.726"
"-9.935","0.642"
"-10.666","0.41"
"-3.451","0.828"
"-7.929","0.68"
"-9.566","0.51"
"-5.676","0.82"
"-8.698","0.607"
"-9.119","0.603"
"-5.275","0.79"
"-8.073","0.623"
"-5.517","0.782"
"-5.154","0.801"
"-5.832","0.581"
"-6.216","0.629"
"-6.772","0.608"
"-4.602","0.782"
"-6.456","0.684"
"-3.757","0.818"
"-8.068","0.602"
"-4.542","0.878"
"-4.69","0.73"
"-5.206","0.731"
"-7.111","0.721"
"-5.923","0.681"
"-7.11","0.596"
"-8.889","0.417"
"-6.684","0.793"
"-7.74","0.629"
"-3.171","0.626"
"-6.194","0.736"
"-5.705","0.608"
"-11.308","0.419"
"-3.31","0.914"
"-10.936","0.61"
"-4.863","0.8"
"-6.504","0.229"
"-15.166","0.15"
"-5.334","0.83"
"-3.673","0.802"
"-7.989","0.736"
"-4.478","0.867"
"-3.772","0.949"
"-4.344","0.905"
"-17.967","0.132"
"-6.274","0.857"
"-6.359","0.443"
"-5.312","0.876"
"-3.853","0.872"
"-6.021","0.61"
"-10.868","0.45"
"-12.034","0.357"
"-4.81","0.777"
"-5.154","0.907"
"-10.319","0.656"
"-9.271","0.742"
"-5.847","0.74"
"-5.602","0.574"
"-8.838","0.749"
"-3.368","0.893"
"-4.721","0.742"
"-6.717","0.771"
"-6.478","0.631"
"-6.246","0.707"
"-8.543","0.682"
"-4.977","0.828"
"-2.666","0.922"
"-9.14","0.398"
"-3.014","0.746"
"-8.571","0.415"
"-9.985","0.47"
"-3.126","0.895"
"-7.169","0.555"
"-8.725","0.607"
"-4.168","0.607"
"-6.233","0.517"
"-9.308","0.429"
"-7.864","0.568"
"-4.165","0.614"
"-8.332","0.604"
"-9.789","0.464"
"-5.303","0.908"
"-7.314","0.51"
"-7.355","0.531"
"-17.135","0.0717"
"-15.636","0.269"
"-10.787","0.443"
"-7.268","0.76"
"-16.694","0.296"
"-14.341","0.416"
"-11.682","0.28"
"-13.598","0.364"
"-10.335","0.601"
"-10.211","0.407"
"-13.062","0.414"
"-7.164","0.76"
"-8.409","0.333"
"-6.764","0.63"
"-14.435","0.102"
"-6.587","0.44"
"-14.112","0.215"
"-9.618","0.593"
"-18.74","0.147"
"-12.224","0.33"
"-5.077","0.495"
"-12.663","0.426"
"-5.436","0.577"
"-9.202","0.598"
"-9.972","0.36"
"-11.961","0.47"
"-16.981","0.503"
"-8.883","0.563"
"-12.457","0.389"
"-11.696","0.419"
"-10.346","0.453"
"-9.525","0.5"
"-5.822","0.6"
"-9.409","0.403"
"-15.013","0.233"
"-5.957","0.9"
"-22.107","0.168"
"-11.779","0.396"
"-5.019","0.763"
"-8.422","0.554"
"-7.72","0.519"
"-6.805","0.69"
"-4.795","0.732"
"-11.808","0.285"
"-4.557","0.935"
"-10.336","0.494"
"-9.854","0.175"
"-6.404","0.645"
"-12.205","0.311"
"-4.103","0.937"
"-8.072","0.546"
"-10.144","0.537"
"-17.619","0.427"
"-9.703","0.562"
"-11.725","0.395"
"-10.002","0.371"
"-10.342","0.434"
"-11.602","0.479"
"-7.357","0.46"
"-9.091","0.286"
"-10.52","0.557"
"-8.99","0.619"
"-6.496","0.744"
"-8.689","0.63"
"-7.22","0.73"
"-10.556","0.453"
"-9.14","0.463"
"-17.462","0.257"
"-2.609","0.938"
"-9.466","0.315"
"-13.635","0.409"
"-5.59","0.778"
"-11.786","0.472"
"-5.759","0.949"
"-8.049","0.618"
"-11.31","0.446"
"-11.683","0.437"
"-8.943","0.679"
"-7.372","0.496"
"-9.913","0.506"
"-13.094","0.584"
"-12.558","0.546"
"-7.772","0.619"
"-10.094","0.588"
"-10.406","0.431"
"-7.825","0.7"
"-12.706","0.494"
"-8.254","0.583"
"-3.495","0.802"
"-6.623","0.658"
"-6.679","0.83"
"-11.083","0.307"
"-6.635","0.665"
"-7.402","0.593"
"-13.672","0.412"
"-12.037","0.577"
"-12.929","0.314"
"-12.988","0.34"
"-9.075","0.426"
"-2.833","0.903"
"-12.603","0.329"
"-9.681","0.443"
"-10.497","0.272"
"-6.184","0.467"
"-11.735","0.306"
"-15.099","0.0848"
"-7.301","0.425"
"-17.133","0.115"
"-6.319","0.586"
"-6.585","0.43"
"-4.858","0.575"
"-10.706","0.259"
"-10.023","0.596"
"-3.594","0.756"
"-10.313","0.174"
"-18.186","0.0682"
"-6.781","0.514"
"-4.874","0.545"
"-6.967","0.515"
"-12.488","0.204"
"-3.696","0.729"
"-13.551","0.254"
"-5.507","0.53"
"-8.337","0.366"
"-10.068","0.308"
"-6.611","0.497"
"-5.806","0.762"
"-10.552","0.228"
"-11.196","0.219"
"-4.282","0.827"
"-4.955","0.648"
"-8.426","0.38"
"-6.142","0.643"
"-5.497","0.903"
"-9.514","0.369"
"-7.236","0.569"
"-8.624","0.406"
"-7.067","0.597"
"-8.689","0.726"
"-11.575","0.204"
"-9.249","0.267"
"-6.724","0.419"
"-7.089","0.601"
"-6.13","0.613"
"-6.169","0.665"
"-12.696","0.227"
"-6.519","0.573"
"-14.084","0.111"
"-6.654","0.611"
"-8.985","0.343"
"-6.326","0.674"
"-2.052","0.583"
"-6.308","0.59"
"-9.481","0.432"
"-10.22","0.386"
"-4.285","0.519"
"-11.092","0.404"
"-10.109","0.296"
"-4.082","0.528"
"-8.237","0.372"
"-8.558","0.389"
"-15.359","0.181"
"-4.813","0.752"
"-7.004","0.486"
"-11.1","0.157"
"-8.584","0.495"
"-10.572","0.291"
"-5.679","0.405"
"-8.752","0.176"
"-9.277","0.472"
"-5.68","0.714"
"-6.09","0.453"
"-7.699","0.235"
"-8.281","0.437"
"-5.79","0.684"
"-5.567","0.513"
"-4.628","0.768"
"-10.396","0.311"
"-4.406","0.611"
"-4.5","0.769"
"-6.502","0.267"
"-5.778","0.735"
"-6.128","0.631"
"-15.843","0.075"
"-7.83","0.308"
"-10.599","0.355"
"-10.086","0.473"
"-6.53","0.698"
"-18.435","0.131"
"-4.058","0.688"
"-11.192","0.304"
"-7.478","0.709"
"-3.224","0.706"
"-5.533","0.626"
"-0.515","0.899"
"-2.749","0.813"
"-2.116","0.862"
"-4.407","0.701"
"-3.788","0.814"
"-4.95","0.652"
"-6.872","0.691"
"-5.102","0.622"
"-5.891","0.739"
"-10.806","0.716"
"-12.531","0.482"
"-6.62","0.551"
"-3.244","0.832"
"-5.988","0.455"
"-6.416","0.517"
"-6.506","0.682"
"-7.252","0.69"
"-4.895","0.736"
"-4.602","0.847"
"-1.109","0.926"
"-10.96","0.796"
"-10.256","0.667"
"-4.814","0.867"
"-1.122","0.939"
"-9.52","0.523"
"-3.301","0.905"
"-5.381","0.604"
"-3.283","0.858"
"-2.639","0.537"
"-4.836","0.85"
"-3.17","0.8"
"-4.553","0.969"
"-4.737","0.772"
"-7.426","0.745"
"-3.922","0.709"
"-5.288","0.83"
"-4.527","0.73"
"-4.409","0.564"
"-4.551","0.679"
"-5.612","0.672"
"-4.871","0.79"
"-7.759","0.769"
"-3.233","0.808"
"-2.717","0.879"
"-6.3","0.76"
"-6.64","0.735"
"-6.072","0.603"
"-10.921","0.617"
"-8.505","0.782"
"-4.787","0.526"
"-8.566","0.329"
"-4.637","0.617"
"-4.521","0.898"
"-3.068","0.679"
"-4.603","0.837"
"-3.941","0.787"
"-5.995","0.502"
"-8.165","0.496"
"-3.71","0.655"
"-4.158","0.666"
"-4.815","0.731"
"-3.742","0.851"
"-5.013","0.756"
"-5.039","0.733"
"-6.695","0.88"
"-6.023","0.785"
"-4.581","0.733"
"-3.695","0.852"
"-10.325","0.608"
"-1.946","0.867"
"-7.585","0.763"
"-6.156","0.712"
"-4.139","0.89"
"-6.899","0.613"
"-7.843","0.795"
"-6.874","0.827"
"-3.417","0.771"
"-3.09","0.739"
"-4.107","0.701"
"-5.206","0.669"
"-4.311","0.605"
"-8.18","0.533"
"-3.488","0.94"
"-2.994","0.844"
"-4.246","0.777"
"-3.152","0.686"
"-8.245","0.794"
"-4.56","0.747"
"-5.428","0.457"
"-5.028","0.521"
"-2","0.889"
"-4.65","0.715"
"-4.361","0.9"
"-5.342","0.762"
"-3.093","0.898"
"-6.156","0.488"
"-3.691","0.921"
"-12.376","0.641"
"-5.531","0.82"
"-9.23","0.525"
"-2.755","0.889"
"-6.116","0.477"
"-2.327","0.974"
"-7.833","0.645"
"-2.546","0.939"
"-4.103","0.908"
"-1.434","0.961"
"-6.227","0.693"
"-7.031","0.654"
"-17.113","0.299"
"-18.789","0.319"
"-15.07","0.377"
